,reviews,scores,compound,comp_score
10168, Not really happy with the product. No proper buttons / space provided for swipe. No documentation provided on how to use the features. I recommend not to buy this product. Rather go fora smartwatch.Otherwise Google fit OR Apple health serves the purpose except the heart rate monitoring ,"{'neg': 0.145, 'neu': 0.76, 'pos': 0.095, 'compound': -0.3848}",-0.3848,neg
10169, Very gud product ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10170," I  disliked more, disappointed , very worst quality.. poor quality.. dont buy...no return replacement.. tooooooo worst worst wirst wirst worst.. ","{'neg': 0.661, 'neu': 0.339, 'pos': 0.0, 'compound': -0.9762}",-0.9762,neg
10171, there is no user manual.  one more thing the smart band box showed it was made in china.... ,"{'neg': 0.104, 'neu': 0.756, 'pos': 0.14, 'compound': 0.1935}",0.1935,pos
10172," I bought this product from the store directly , it resulted out a very nice product. very long batter life,and fully water proof.best buy ","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4754}",0.4754,pos
10173, Worst ever product does not function not warranty card fragile box doesn't switches on the product is a duplicate one...money full waste...I would post a fir against this seller for selling duplicate items ,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
10174," After starting to use this band, in two days charging is stopped. suddenly I am not able to charge my band. I tried a lot but it is not charging. As I gifted this product to someone I am not able to return the same on time and now it is not allowing me to return. ","{'neg': 0.028, 'neu': 0.972, 'pos': 0.0, 'compound': -0.1154}",-0.1154,neg
10175, Worth the money and works well with Android mobile. Easy operation and looks good. Keeps us healthy giving all details ,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.9169}",0.9169,pos
10176, Do I exchange with my old FasTrack band reflex ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10177, Nice product. Value for money...thanks amazon. Delivery is on right time..good packing . . . . . . . . ,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.7096}",0.7096,pos
10178, This product is very nice my friends also like it. This is value of money is I like water resistant features ,"{'neg': 0.0, 'neu': 0.52, 'pos': 0.48, 'compound': 0.9162}",0.9162,pos
10179, water resistance my watch is not workingplease quick actionmy fastrack watch is not working10/01/2012please quick action ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10180, Don't buy this watch. I had gifted this to my brother and it stopped working even before a month!! It stopped getting charged and the watch is dead. There is no option of refund/replace. Tried reaching customer care but in vain. Horrible service by Amazon. ,"{'neg': 0.313, 'neu': 0.588, 'pos': 0.099, 'compound': -0.9008}",-0.9008,neg
10181, band worked well for 8 days after buying. did not connect easily had a lot of problems connecting the device..did not have a user manual as this was a gift i bet they misplaced it after packing.on the 9th day band showed all parameters as 0 and did not count steps..i bought this for my dad..and the worst part is it  burned the area where the laser fell for scanning the pulse after prolonged usage of 8days and the usage of auto HRM..Will return today and buy the samsung fitness band e. ,"{'neg': 0.092, 'neu': 0.834, 'pos': 0.074, 'compound': -0.409}",-0.409,neg
10182," Super,affordable,best quality ,water resistant,battery back up is awesome ,its simply superb and amazing product to buy for anyone ..simply awesome ","{'neg': 0.0, 'neu': 0.498, 'pos': 0.502, 'compound': 0.9524}",0.9524,pos
10183, Nice product ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10184, It is very nice product ....worth buying it..... battery life long.... buy it because you can't find a better deal of smartwatches than this.... excellent smartwatch...I liked it .... ,"{'neg': 0.067, 'neu': 0.667, 'pos': 0.266, 'compound': 0.8013}",0.8013,pos
10185, Ya  rebur band is not found online need me another band but online is not available so.It is no well ,"{'neg': 0.119, 'neu': 0.768, 'pos': 0.113, 'compound': -0.0387}",-0.0387,neg
10186," product is not working well in just one month. Calory count and step count is not working , only i can see the time now. So this is working as watch now. ","{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.2057}",-0.2057,neg
10187," I purchased this band few weeks earlier. It is a very good product, I like it very much. But it is superb when it will work for at least 3-4 years without any kind of problem ","{'neg': 0.094, 'neu': 0.68, 'pos': 0.226, 'compound': 0.6847}",0.6847,pos
10188," It's a birthday surprise gift, and after opening it's seen that it's not working.It's rouined my all day and birthday.It's pathetic.Now what will I do with replace?? ","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6553}",0.6553,pos
10189, Worst product .not working .i am applying for retun it but amazon donot retun this product.terrible experience .worst item defective ,"{'neg': 0.4, 'neu': 0.532, 'pos': 0.068, 'compound': -0.9001}",-0.9001,neg
10190,                         The media could not be loaded.                      Good fitness band and battery backup is very good and product love this band nd I love this watch 💫💫 ,"{'neg': 0.067, 'neu': 0.554, 'pos': 0.379, 'compound': 0.9059}",0.9059,pos
10191, Very bad product from such a famous Brand. My band was stop working after 1 month than I got replacement but again after few month it again not working properly. ,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.4582}",-0.4582,neg
10192,"                         The media could not be loaded.                      Fastrack reflex beat  the best fitness tracker,it has features like,Heart monitorCall and whatsapp displayCamera controlFind your phoneFive days Power reserveVibration alarmIp X6 water resistantSedentary reminderSteps, distance and calorie counterSleep trackerOLED displayThe heart rate monitor and steps counter are accurate.O would recommend you to buy this product ","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.8316}",0.8316,pos
10193," I dont prefer to buy it.battery life not even a day amd step count doesnt work properl,it works suddenly and stops ","{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
10194," Cant wear the tracker as the clip of the strap is damaged  , i need to exchange or returnPlease help ","{'neg': 0.134, 'neu': 0.741, 'pos': 0.125, 'compound': -0.0516}",-0.0516,neg
10195, There is no option to change belt .. if once its damaged or broken its useless so waste of money ,"{'neg': 0.494, 'neu': 0.506, 'pos': 0.0, 'compound': -0.9276}",-0.9276,neg
10196, In this ptice there must be a feature to change didplay colour like mi band 4 ,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.3612,pos
10197," Did nkt get a charger, i gifted my father, there is no charger, very poor service from amazon,not expected, dissapointed. ","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.6801}",-0.6801,neg
10198, Not good item was just change with the picPlease return back my moneySorry for AllNext time I will try better ,"{'neg': 0.108, 'neu': 0.762, 'pos': 0.13, 'compound': 0.1265}",0.1265,pos
10199, IT WAS WONDERFUL  WATCH.BATTERY LIFE  WAS AMAZING BUT IN APP THE BATTERY  OPTOMIZATION IS NOT  COME BUT STILL IT WAS A NICE WATCH ,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.8151}",0.8151,pos
10200, Battery and step count is not working .Heart beat not monitored alsoBattery life is less than told in description ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10201, Belt is not durable... Waste of money...You can use it for maximum 6 months...Be very careful if you are buying it.. ,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.4981}",0.4981,pos
10202, I gift to my brother on ocassion rashabandhan.... He is very happy.. Such a lovely gift.... ,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7884}",0.7884,pos
10203, Battery life is good and water resistance is also good again sorry for return two times please don't be angry ,"{'neg': 0.048, 'neu': 0.553, 'pos': 0.399, 'compound': 0.8591}",0.8591,pos
10204, Never buy this product. If your strap got damaged you will not get support and you can not buy strap in any titan showroom.. blunder mistake by titan. They will simply ask you to buy new one ,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.762}",-0.762,neg
10205, Don't buy this product because this product you can get 1500 in shop thanks ok by good by thanks ok ,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9022}",0.9022,pos
10206, Please pleaseJust don't buyI don't want y'all to regret laterEverything is inaccurate and way too poor battery and application on the mobile device is too bad. ,"{'neg': 0.278, 'neu': 0.62, 'pos': 0.102, 'compound': -0.7867}",-0.7867,neg
10207," This is awesome,I love this watch plz everyone buy it ","{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6705}",0.6705,pos
10208, I got a defective productMy sister gifted it to me n I felt so bad about itI hope she gets a refund or I will file a case for the same ,"{'neg': 0.236, 'neu': 0.671, 'pos': 0.093, 'compound': -0.6696}",-0.6696,neg
10209, I want know about this band this watch connect to vivo 15 yes or not  I will try this watch to connect to vivo 15 phone that time this band is not connected. ,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4588}",0.4588,pos
10210, 1. Performance is too poor2. It is not water resistance3. Fastrack service center need 25-30 days for repair ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10211, Battery and accuracy great... Happy with it ,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,pos
10212, Charger not provided. Third class product. No support from Amazon.#BycottAmzon #BycottAmzon #BycottAmzon  #BycottAmzon #BycottAmzon #BycottAmzon #BycottAmzon #BycottAmzon #BycottAmzon #BycottAmzon #BycottAmzon #BycottAmzon ,"{'neg': 0.092, 'neu': 0.795, 'pos': 0.113, 'compound': 0.128}",0.128,pos
10213, liked nothing. i purchased for heart rate and step count. counts steps even when u are sleeping.lookwise its fine but worthless. ,"{'neg': 0.166, 'neu': 0.691, 'pos': 0.143, 'compound': -0.3716}",-0.3716,neg
10214, I received the defective item and the product quality is also not good notice some scratches in the watch I want to return ,"{'neg': 0.216, 'neu': 0.732, 'pos': 0.053, 'compound': -0.6131}",-0.6131,neg
10215," I didn't get this through Amazon, from a fast track store  4 weeks later only heart rate monitor and watch is working. Wrote to customer care no response from last 3 days. Also app doesn't sync data regularly. I would not recommend this product. ","{'neg': 0.097, 'neu': 0.792, 'pos': 0.111, 'compound': 0.1506}",0.1506,pos
10216, Don't buy...charger not working sometimesHigh prise but not good quality productDon't buy and don't waste your money.. god damm ,"{'neg': 0.126, 'neu': 0.646, 'pos': 0.228, 'compound': 0.3693}",0.3693,pos
10217, please don't buy it..it stopped working in 5 days...there is no replacement policy from this vendor..window lapsed before i start using it ,"{'neg': 0.095, 'neu': 0.734, 'pos': 0.171, 'compound': 0.194}",0.194,pos
10218, Liked it 👍 ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10219, Very substandard productAnd the provider didn't take it backNor the service is availableNo warranty/ service card included ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10220, Heart rate not working steps not count right steps not working and heart rate ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10221, Original or not ..I mean any warranty of this product .? Generally fastrack gives warranty !But here nowhere I find any warranty details? ,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3187}",0.3187,pos
10222, Very good ,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
10223, Its a bit pricey!!! ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10224, Product name is Beat and I really want to beat it. ,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.1513}",0.1513,pos
10225, Very Poor battery backup not use more then 1-2hours only ,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5256}",-0.5256,neg
10226, OLED display for 2195 ... ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10227, Not at all useful suck in features xjgzzjgzjhfsjd ,"{'neg': 0.469, 'neu': 0.531, 'pos': 0.0, 'compound': -0.6492}",-0.6492,neg
10228, Model of band attractive. charging sensor good but works for long period or not I don't know this is only disadvantages may I think ,"{'neg': 0.134, 'neu': 0.718, 'pos': 0.147, 'compound': -0.1655}",-0.1655,neg
10229, After one week of use the battery stopped charging. please replace or service my ,"{'neg': 0.117, 'neu': 0.741, 'pos': 0.142, 'compound': 0.1027}",0.1027,pos
10230, The item is similar to non-branded Chinese bands that I had. The logo is on the band and is barely visible - so at first i thought I got a counterfeit.I expected a fasttrack logo displayed on startup. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10231,                         The media could not be loaded.                      Good ,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.3412}",-0.3412,neg
10232, Writing after using 10 days in row.. great product from Fastrack and kudos to Amazon... ,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.8126}",0.8126,pos
10233,                         The media could not be loaded.                      Waste watch I have ever used. Please don't buy. Sensor got damaged not even showing time and bad display ,"{'neg': 0.206, 'neu': 0.644, 'pos': 0.149, 'compound': -0.4153}",-0.4153,neg
10234, At my first order after 6-7 days it's display has gone... When I exchange it after 2 days i face same issue and yes also my watch strap has broke.... The only thing I love is it's design..... ,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.7845}",0.7845,pos
10235," Looks like a used watch, Phone not connecting ","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,pos
10236, Charging unit is not received in the package.?How could I charge the band? ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10237, All features are good. Battery is excellent. Runs for 10 days in one charge. But one star less as strap is not up to the mark. Should improve. Amazon delivery excellent. ,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.9354}",0.9354,pos
10238, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
10239, I gifted this watch to my girl friend and she loved it. Such a awesome watch.. 9.9/10 ,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.9042}",0.9042,pos
10240, The colour of the watch is exquisiteI really like the colourAlso it's a. Beautiful minimalist watchIf u want minimalist look then go for it ,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7902}",0.7902,pos
10241, Nice watch' and good looking ,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}",0.6908,pos
10242, Perfect watch. Colour is awesome for girls/ladies ,"{'neg': 0.0, 'neu': 0.391, 'pos': 0.609, 'compound': 0.8316}",0.8316,pos
10243,                         The media could not be loaded.                    ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10244, The watch is good looking and quality but the strap is hard which face difficulty to wear watch ,"{'neg': 0.217, 'neu': 0.693, 'pos': 0.09, 'compound': -0.4118}",-0.4118,neg
10245, don't over think just buy it ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10246, Very elegant and minimalist watch. Got it for my sister. She loved it. ,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.807}",0.807,pos
10248," I like delivery on time ,products quality good but i don't like Gift mgs ,it doesnt give gift packing . ","{'neg': 0.247, 'neu': 0.477, 'pos': 0.276, 'compound': -0.069}",-0.069,neg
10249, I gifted this watch to my girl friend and she loved it. Such a awesome watch.. 9.9/10 ,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.9042}",0.9042,pos
10250, The colour of the watch is exquisiteI really like the colourAlso it's a. Beautiful minimalist watchIf u want minimalist look then go for it ,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7902}",0.7902,pos
10251, Nice watch' and good looking ,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}",0.6908,pos
10252, Perfect watch. Colour is awesome for girls/ladies ,"{'neg': 0.0, 'neu': 0.391, 'pos': 0.609, 'compound': 0.8316}",0.8316,pos
10253,                         The media could not be loaded.                    ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10254, The watch is good looking and quality but the strap is hard which face difficulty to wear watch ,"{'neg': 0.217, 'neu': 0.693, 'pos': 0.09, 'compound': -0.4118}",-0.4118,neg
10255, don't over think just buy it ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10256, Very elegant and minimalist watch. Got it for my sister. She loved it. ,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.807}",0.807,pos
10258," I like delivery on time ,products quality good but i don't like Gift mgs ,it doesnt give gift packing . ","{'neg': 0.247, 'neu': 0.477, 'pos': 0.276, 'compound': -0.069}",-0.069,neg
10259, Good watch ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
10260, Super ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,pos
10262, Valuable ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,pos
10263, To good look and it's value of money 💯💰... It's look smart 🤩.. ,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.7906}",0.7906,pos
10264, This product is really good and value for the money I really love this watch ,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.8847}",0.8847,pos
10265, It looks nice professional ,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,pos
10267, One of the best purchase ,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,pos
10268, Worth for your money ,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.2263}",0.2263,pos
10269, Good watch ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
10270, Super ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,pos
10272, Valuable ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,pos
10273, To good look and it's value of money 💯💰... It's look smart 🤩.. ,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.7906}",0.7906,pos
10274, This product is really good and value for the money I really love this watch ,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.8847}",0.8847,pos
10275, It looks nice professional ,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,pos
10277, One of the best purchase ,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,pos
10278, Worth for your money ,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.2263}",0.2263,pos
10279, Loved this one. !! Worth buying ,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.7494}",0.7494,pos
10280," Pros1. Beautiful!2. Standard Titan chain3. Bright colours4. Perfect size of the dialCons1. The body sits heavy on the wrist. Takes time to get used to it.2. Gets dirty easily.3. Metal clasp, they're weird.Overall:It's good but at a discounted price. I used a normal nail cutter to reduce the size of the chain. ","{'neg': 0.036, 'neu': 0.818, 'pos': 0.146, 'compound': 0.5983}",0.5983,pos
10281, The box isn’t in a good condition and why there is no battery/cell in the watch ??Like who does that???? 🙄🙄 Plus it is a non returnable item ,"{'neg': 0.07, 'neu': 0.729, 'pos': 0.202, 'compound': 0.6322}",0.6322,pos
10282, Neither given any paper nor it is working ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10283, Looks very good. It's very elegant. A must buy. ,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.764}",0.764,pos
10284, Fabulous watch ..worth formoney ,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.5267}",0.5267,pos
10285, Simply superb ,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
10286," Value for money, watch... Prfect product... ","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",0.34,pos
10287, I am not happy with deal kindly share return policy ,"{'neg': 0.208, 'neu': 0.417, 'pos': 0.375, 'compound': 0.3404}",0.3404,pos
10288, I like this product but before this I purchased intradition ear rings box this was damage. ,"{'neg': 0.238, 'neu': 0.665, 'pos': 0.097, 'compound': -0.5499}",-0.5499,neg
10289,                         The media could not be loaded.                      Light weight and value for money ,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}",0.34,pos
10290, Dial size is too big for girls.Need to mention the dial size .so that we can choose the watch according our wrist size ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10291, Awesome product....Value for money.... ,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,pos
10292," Good item, very fast delivery, purchase without a single thought. ","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,pos
10293, Trust me this product is amazing..Actually makes you feel good when you wear it.Don't hesitate to buy it. ,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.7914}",0.7914,pos
10294, This product was amazing but it's packing is really not good ... I request to Amazon please improve your packaging ....but this watch is a recommendable to all ,"{'neg': 0.099, 'neu': 0.587, 'pos': 0.314, 'compound': 0.7733}",0.7733,pos
10295, The dial looks perfect but the strap is less flexible than what it should have been.. ,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.5041}",0.5041,pos
10296," Smart watch, gives a classy look to your attire! ","{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.7088}",0.7088,pos
10297, As expected .... Loved it ,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.5994}",0.5994,pos
10298, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10299, Good product and I love it ,"{'neg': 0.0, 'neu': 0.297, 'pos': 0.703, 'compound': 0.7964}",0.7964,pos
10300, Nice watch 👌Use of money 🤗🤗 ,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,pos
10301, Nice watch ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10302, Gud ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10303, The watch is beautiful. Some people might have a problem with its strap because it's a bit hard.  But I loved it and it's causing no problem to me ,"{'neg': 0.253, 'neu': 0.538, 'pos': 0.21, 'compound': 0.1027}",0.1027,pos
10304, Good solid product for daily use like college and office... Good looking too ,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.836}",0.836,pos
10305, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
10306, Bought it for my sister and here is her review:-The dial is nice but the strap is not that great. ,"{'neg': 0.182, 'neu': 0.739, 'pos': 0.078, 'compound': -0.5486}",-0.5486,neg
10307, This product was really Awesome n nice I ❤it ,"{'neg': 0.0, 'neu': 0.401, 'pos': 0.599, 'compound': 0.8162}",0.8162,pos
10308, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
10309, Good one ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
10310, It's good ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
10311, Nice watch in budget ,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,pos
10312, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10313, I thought  inside marking is flurecent. It can be seen in night also ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10314, I actually got this for my sister. She really loved it.Worth buying. ,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.6361}",0.6361,pos
10315, Verry good product ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
10316, There is no cell in watch...very disappointedAnd it is at MRP price only no discount ,"{'neg': 0.253, 'neu': 0.747, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
10317, AWsm watch.. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10318, FastTrack is my first experiment with brands. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10319, Wonderful Quality ,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
10320, Worth for money ,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,pos
10321, Good one ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
10322, Excellent Product ,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
10323, Gud ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10324, Perfect watch as expected with quality! ,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6114}",0.6114,pos
10325, Really good ,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
10326, Super same as in pic ,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.5994}",0.5994,pos
10327, Good one ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
10328, Excellent product ,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
10329, Quality product..loving it ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10330, Excellent ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,pos
10331, Very nice.....i lov it ..it suits perfectly on my daughter... ,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,pos
10332, Its an amazing one plz go for it ,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.6249}",0.6249,pos
10333, Beautiful it isWorth buying ,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}",0.5994,pos
10334, Decent Watch ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10335, Nice product  and quality ,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,pos
10336, Loved it ,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,pos
10337, it nice watch ,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,pos
10338, Nyz ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10339, Awesome watch.. just go for it ,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos
10340, Awesome watch ,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
10341, Nice watch ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10342, Dial size little bit large. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
